,Unnamed: 0,ID,Industry,Name
474,474,2851,金融保險業,中再保
475,475,2852,金融保險業,第一保
476,476,2855,金融保險業,統一證
477,477,2867,金融保險業,三商壽
478,478,2880,金融保險業,華南金
479,479,2881,金融保險業,富邦金
480,480,2882,金融保險業,國泰金
481,481,2883,金融保險業,開發金
482,482,2884,金融保險業,玉山金
483,483,2885,金融保險業,元大金
484,484,2886,金融保險業,兆豐金
485,485,2887,金融保險業,台新金
486,486,2888,金融保險業,新光金
487,487,2889,金融保險業,國票金
488,488,2890,金融保險業,永豐金
489,489,2891,金融保險業,中信金
490,490,2892,金融保險業,第一金
491,491,2897,金融保險業,王道銀行
492,492,2901,貿易百貨業,欣欣
493,493,2903,貿易百貨業,遠百
494,494,2904,其他業,匯僑
495,495,2905,貿易百貨業,三商
496,496,2906,貿易百貨業,高林
497,497,2908,貿易百貨業,特力
498,498,2910,貿易百貨業,統領
499,499,2911,貿易百貨業,麗嬰房
500,500,2912,貿易百貨業,統一超
501,501,2913,貿易百貨業,農林
502,502,2915,貿易百貨業,潤泰全
503,503,2923,建材營造業,鼎固-KY
504,504,2929,貿易百貨業,淘帝-KY
505,505,2936,貿易百貨業,客思達-KY
506,506,2939,貿易百貨業,凱羿-KY
507,507,3002,電腦及週邊設備業,歐格
508,508,3003,電子零組件業,健和興
509,509,3004,鋼鐵工業,豐達科
510,510,3005,電腦及週邊設備業,神基
511,511,3006,半導體業,晶豪科
512,512,3008,光電業,大立光
513,513,3010,電子通路業,華立
514,514,3011,電子零組件業,今皓
515,515,3013,電腦及週邊設備業,晟銘電
516,516,3014,半導體業,聯陽
517,517,3015,電子零組件業,全漢
518,518,3016,半導體業,嘉晶
519,519,3017,電腦及週邊設備業,奇鋐
520,520,3018,其他電子業,同開
521,521,3019,光電業,亞光
522,522,3021,電子零組件業,鴻名
523,523,3022,電腦及週邊設備業,威強電
524,524,3023,電子零組件業,信邦
525,525,3024,光電業,憶聲
526,526,3025,通信網路業,星通
527,527,3026,電子零組件業,禾伸堂
528,528,3027,通信網路業,盛達
529,529,3028,電子通路業,增你強
530,530,3029,資訊服務業,零壹
531,531,3030,其他電子業,德律
532,532,3031,光電業,佰鴻
533,533,3032,電子零組件業,偉訓
534,534,3033,電子通路業,威健
535,535,3034,半導體業,聯詠
536,536,3035,半導體業,智原
537,537,3036,電子通路業,文曄
538,538,3037,電子零組件業,欣興
539,539,3038,光電業,全台
540,540,3040,其他業,遠見
541,541,3041,半導體業,揚智
542,542,3042,電子零組件業,晶技
543,543,3043,其他電子業,科風
544,544,3044,電子零組件業,健鼎
545,545,3045,通信網路業,台灣大
546,546,3046,電腦及週邊設備業,建碁
547,547,3047,通信網路業,訊舟
548,548,3048,電子通路業,益登
549,549,3049,光電業,和鑫
550,550,3050,光電業,鈺德
551,551,3051,光電業,力特
552,552,3052,建材營造業,夆典
553,553,3054,半導體業,立萬利
554,554,3055,電子通路業,蔚華科
555,555,3056,建材營造業,總太
556,556,3057,電腦及週邊設備業,喬鼎
557,557,3058,電子零組件業,立德
558,558,3059,光電業,華晶科
559,559,3060,電腦及週邊設備業,銘異
560,560,3062,通信網路業,建漢
561,561,3090,電子零組件業,日電貿
562,562,3094,半導體業,聯傑
563,563,3130,資訊服務業,一零四
564,564,3138,通信網路業,耀登
565,565,3149,光電業,正達
566,566,3164,生技醫療業,景岳
567,567,3167,電機機械,大量
568,568,3189,半導體業,景碩
569,569,3209,電子通路業,全科
570,570,3229,電子零組件業,晟鈦
571,571,3231,電腦及週邊設備業,緯創
572,572,3257,半導體業,虹冠電
573,573,3266,建材營造業,昇陽
574,574,3296,電子零組件業,勝德
575,575,3305,其他電子業,昇貿
576,576,3308,電子零組件業,聯德
577,577,3311,通信網路業,閎暉
578,578,3312,電子通路業,弘憶股
579,579,3321,電子零組件業,同泰
580,580,3338,電子零組件業,泰碩
581,581,3346,汽車工業,麗清
582,582,3356,光電業,奇偶
583,583,3376,電子零組件業,新日興
584,584,3380,通信網路業,明泰
585,585,3383,光電業,新世紀
586,586,3406,光電業,玉晶光
587,587,3413,半導體業,京鼎
588,588,3416,電腦及週邊設備業,融程電
589,589,3419,通信網路業,譁裕
590,590,3432,電子零組件業,台端
591,591,3437,光電業,榮創
592,592,3443,半導體業,創意
593,593,3450,其他電子業,聯鈞
594,594,3454,光電業,晶睿
595,595,3481,光電業,群創
596,596,3494,電腦及週邊設備業,誠研
597,597,3501,電子零組件業,維熹
598,598,3504,光電業,揚明光
599,599,3515,電腦及週邊設備業,華擎
600,600,3518,其他電子業,柏騰
601,601,3528,電子通路業,安馳
602,602,3530,半導體業,晶相光
603,603,3532,半導體業,台勝科
604,604,3533,電子零組件業,嘉澤
605,605,3535,光電業,晶彩科
606,606,3536,半導體業,誠創
607,607,3543,光電業,州巧
608,608,3545,半導體業,敦泰
609,609,3550,電子零組件業,聯穎
610,610,3557,其他業,嘉威
611,611,3563,光電業,牧德
612,612,3576,光電業,聯合再生
613,613,3583,半導體業,辛耘
614,614,3588,半導體業,通嘉
615,615,3591,光電業,艾笛森
616,616,3593,電子零組件業,力銘
617,617,3596,通信網路業,智易
618,618,3605,電子零組件業,宏致
619,619,3607,電子零組件業,谷崧
620,620,3617,其他電子業,碩天
621,621,3622,光電業,洋華
622,622,3645,電子零組件業,達邁
623,623,3653,電子零組件業,健策
624,624,3661,半導體業,世芯-KY
625,625,3665,其他電子業,貿聯-KY
626,626,3669,光電業,圓展
627,627,3673,光電業,TPK-KY
628,628,3679,電子零組件業,新至陞
629,629,3682,通信網路業,亞太電
630,630,3686,半導體業,達能
631,631,3694,通信網路業,海華
632,632,3698,光電業,隆達
633,633,3701,電腦及週邊設備業,大眾控
634,634,3702,電子通路業,大聯大
635,635,3703,建材營造業,欣陸
636,636,3704,通信網路業,合勤控
637,637,3705,生技醫療業,永信
638,638,3706,電腦及週邊設備業,神達
639,639,3708,化學工業,上緯投控
640,640,3711,半導體業,日月光投控
641,641,3712,電腦及週邊設備業,永崴投控
642,642,4104,生技醫療業,佳醫
643,643,4106,生技醫療業,雃博
644,644,4108,生技醫療業,懷特
645,645,4119,生技醫療業,旭富
646,646,4133,生技醫療業,亞諾法
647,647,4137,生技醫療業,麗豐-KY
648,648,4141,生技醫療業,龍燈-KY
649,649,4142,生技醫療業,國光生
650,650,4148,生技醫療業,全宇生技-KY
651,651,4155,生技醫療業,訊映
652,652,4164,生技醫療業,承業醫
653,653,4190,生技醫療業,佐登-KY
654,654,4306,塑膠工業,炎洲
655,655,4414,紡織纖維,如興
656,656,4426,紡織纖維,利勤
657,657,4438,紡織纖維,廣越
658,658,4439,紡織纖維,冠星-KY
659,659,4526,電機機械,東台
660,660,4532,電機機械,瑞智
661,661,4536,其他業,拓凱
662,662,4540,電機機械,全球傳動
663,663,4545,電子零組件業,銘鈺
664,664,4551,汽車工業,智伸科
665,665,4552,電機機械,力達-KY
666,666,4555,電機機械,氣立
667,667,4557,汽車工業,永新-KY
668,668,4560,電機機械,強信-KY
669,669,4562,電機機械,穎漢
670,670,4564,電機機械,元翎
671,671,4566,電機機械,時碩工業
672,672,4571,電機機械,鈞興-KY
673,673,4572,電機機械,駐龍
674,674,4576,電機機械,大銀微系統
675,675,4581,汽車工業,光隆精密-KY
676,676,4720,化學工業,德淵
677,677,4722,化學工業,國精化
678,678,4725,化學工業,信昌化
679,679,4737,生技醫療業,華廣
680,680,4739,化學工業,康普
681,681,4746,生技醫療業,台耀
682,682,4755,化學工業,三福化
683,683,4763,化學工業,材料-KY
684,684,4764,化學工業,雙鍵
685,685,4766,化學工業,南寶
686,686,4807,貿易百貨業,日成-KY
687,687,4904,通信網路業,遠傳
688,688,4906,通信網路業,正文
689,689,4912,電子零組件業,聯德控股-KY
690,690,4915,電子零組件業,致伸
691,691,4916,電腦及週邊設備業,事欣科
692,692,4919,半導體業,新唐
693,693,4927,電子零組件業,泰鼎-KY
694,694,4930,電器電纜,燦星網
695,695,4934,光電業,太極
696,696,4935,光電業,茂林-KY
697,697,4938,電腦及週邊設備業,和碩
698,698,4942,光電業,嘉彰
699,699,4943,電子零組件業,康控-KY
700,700,4952,半導體業,凌通
701,701,4956,光電業,光鋐
702,702,4958,電子零組件業,臻鼎-KY
703,703,4960,光電業,誠美材
704,704,4961,半導體業,天鈺
705,705,4967,半導體業,十銓
706,706,4968,半導體業,立積
707,707,4976,光電業,佳凌
708,708,4977,通信網路業,眾達-KY
709,709,4989,電子零組件業,榮科
710,710,4994,資訊服務業,傳奇
711,711,4999,電子零組件業,鑫禾
712,712,5007,鋼鐵工業,三星
713,713,5203,資訊服務業,訊連
714,714,5215,電腦及週邊設備業,科嘉-KY
715,715,5225,其他電子業,東科-KY
716,716,5234,光電業,達興材料
717,717,5243,光電業,乙盛-KY
718,718,5258,電腦及週邊設備業,虹堡
719,719,5264,電腦及週邊設備業,鎧勝-KY
720,720,5269,半導體業,祥碩
721,721,5283,電器電纜,禾聯碩
722,722,5284,其他業,jpp-KY
723,723,5285,半導體業,界霖
724,724,5288,電機機械,豐祥-KY
725,725,5388,通信網路業,中磊
726,726,5434,電子通路業,崇越
727,727,5469,電子零組件業,瀚宇博
728,728,5471,半導體業,松翰
729,729,5484,光電業,慧友
730,730,5515,建材營造業,建國
731,731,5519,建材營造業,隆大
732,732,5521,建材營造業,工信
733,733,5522,建材營造業,遠雄
734,734,5525,建材營造業,順天
735,735,5531,建材營造業,鄉林
736,736,5533,建材營造業,皇鼎
737,737,5534,建材營造業,長虹
738,738,5538,鋼鐵工業,東明-KY
739,739,5546,建材營造業,永固-KY
740,740,5607,航運業,遠雄港
741,741,5608,航運業,四維航
742,742,5706,觀光事業,鳳凰
743,743,5871,其他業,中租-KY
744,744,5876,金融保險業,上海商銀
745,745,5880,金融保險業,合庫金
746,746,5906,貿易百貨業,台南-KY
747,747,5907,貿易百貨業,大洋-KY
748,748,6005,金融保險業,群益證
749,749,6024,金融保險業,群益期
750,750,6108,電子零組件業,競國
751,751,6112,資訊服務業,聚碩
752,752,6115,電子零組件業,鎰勝
753,753,6116,光電業,彩晶
754,754,6117,電腦及週邊設備業,迎廣
755,755,6120,光電業,達運
756,756,6128,電腦及週邊設備業,上福
757,757,6131,光電業,鈞泰
758,758,6133,電子零組件業,金橋
759,759,6136,通信網路業,富爾特
760,760,6139,其他電子業,亞翔
761,761,6141,電子零組件業,柏承
762,762,6142,通信網路業,友勁
763,763,6152,通信網路業,百一
764,764,6153,電子零組件業,嘉聯益
765,765,6155,電子零組件業,鈞寶
766,766,6164,光電業,華興
767,767,6165,電子零組件業,捷泰
768,768,6166,電腦及週邊設備業,凌華
769,769,6168,光電業,宏齊
770,770,6172,電腦及週邊設備業,互億
771,771,6176,光電業,瑞儀
772,772,6177,建材營造業,達麗
773,773,6183,資訊服務業,關貿
774,774,6184,其他業,大豐電
775,775,6189,電子通路業,豐藝
776,776,6191,電子零組件業,精成科
777,777,6192,其他電子業,巨路
